,Board Game Rank,Title,Year,Description,Geek Rating,Avg Rating,Num Voters,Num Players Min,Num Players Max,Best Num Players Min,Best Num Players Max,Playtime Min,Playtime Max,Player Min Age,Language Dependence,Weight,Category,Designer
123,124,Istanbul,2014,Send your assistants through the shops of Istanbul as you race to acquire rubies.,7.430,7.58,25638,2,5,4,4,40,60,10,No necessary in-game text,2.5837669094693028,Strategy ,R\u00fcdiger Dorn
124,125,Ticket to Ride: Europe,2005,Build train routes across Europe in this sequel to the hit family board game.,7.428,7.55,59534,2,5,4,4,30,60,8,No necessary in-game text,1.9360298336201951,Family ,Alan R. Moon
125,126,Targi,2012,A contest between two nomadic tribes along desert trade routes.,7.425,7.64,15086,2,2,2,2,60,60,12,Moderate in-game text - needs crib sheet or paste ups,2.354581673306773,Strategy ,Andreas Steiger
126,127,Dead of Winter: A Crossroads Game,2014,"As you struggle to keep survivors alive, how will you value group vs. personal needs?",7.421,7.57,39707,2,5,4,4,60,120,13,Extensive use of text - massive conversion needed to be playable,3.0156782549420584,Thematic,Jonathan Gilmour
127,128,Aeon's End: War Eternal,2017,War Eternal is a standalone game compatible with the deck building game Aeon's End.,7.420,8.40,3382,1,4,2,2,60,60,14,Extensive use of text - massive conversion needed to be playable,2.9204545454545454,Strategy ,Kevin Riley
128,129,Welcome To...,2018,"Design the most appealing 1950s neighborhood, with fences, parks, and swimming pools.",7.419,7.61,18234,1,100,3,4,25,25,10,No necessary in-game text,1.8264705882352941,Family ,Benoit Turpin
129,130,Chaos in the Old World,2009,Rival chaos gods send forth their minions to spread corruption and destruction.,7.414,7.67,14355,3,4,4,4,60,120,13,Extensive use of text - massive conversion needed to be playable,3.1898876404494381,Thematic | Strategy ,Eric M. Lang
130,131,War of the Ring,2004,"Rings, Fellowship, diplomacy and war in the Third Age of Middle Earth.",7.413,7.77,9965,2,4,2,2,120,120,12,Extensive use of text - massive conversion needed to be playable,3.8465417867435159,Thematic,Roberto Di Meglio
131,132,Trickerion: Legends of Illusion,2015,"In a Victorian steampunk world, magicians perform dazzling tricks for money and fame.",7.410,7.90,6801,2,4,4,4,60,180,14,Moderate in-game text - needs crib sheet or paste ups,4.2004048582995948,Strategy ,Richard Amann
132,133,The Lord of the Rings: The Card Game,2011,Guide your fellowship as it embarks on unique adventures in Tolkien's Middle Earth!,7.405,7.65,21021,1,2,2,2,30,60,13,Extensive use of text - massive conversion needed to be playable,3.1801801801801801,Customizable,Nate French
133,134,That's Pretty Clever!,2018,"Draft dice to mark numbers on your scoresheet, comboing bonuses to power your points.",7.404,7.64,14963,1,4,2,2,30,30,8,No necessary in-game text,1.8959537572254335,Family ,Wolfgang Warsch
134,135,Hansa Teutonica,2009,Build networks of merchants along the roads and market towns of the Hanseatic League.,7.398,7.66,11700,2,5,5,5,45,90,12,No necessary in-game text,3.1229050279329611,Strategy ,Andreas Steding
135,136,Railways of the World,2005,"Build rails, race to deliver scarce goods, and fulfill your Rail Baron's secret goal.",7.398,7.69,11065,2,6,5,5,120,120,10,Moderate in-game text - needs crib sheet or paste ups,3.0229629629629629,Strategy ,Glenn Drover
136,137,Dinosaur Island,2017,Research DNA to bring prehistoric reptiles to life.,7.397,7.72,11840,1,4,3,3,90,120,8,Moderate in-game text - needs crib sheet or paste ups,3.0428571428571427,Strategy ,Jonathan Gilmour
137,138,The Resistance: Avalon,2012,Who can you trust? A game of social deduction set in King Arthur’s legendary realm.,7.396,7.57,27412,5,10,7,8,30,30,13,Some necessary text - easily memorized or small crib sheet,1.7662624035281147,Party ,Don Eskridge
138,139,Jaipur,2009,Trade and sell goods to become the most wealthy merchant in this short game for two.,7.395,7.51,38005,2,2,2,2,30,30,12,No necessary in-game text,1.4905660377358489,Family ,S\u00e9bastien Pauchon
139,140,A Game of Thrones: The Board Game,Second Edition,,7.395,7.60,28976,3,6,6,6,120,240,14,Some necessary text - easily memorized or small crib sheet,3.7192636423405654,Strategy ,Christian T. Petersen
140,141,Castles of Mad King Ludwig,2014,Choose and play tiles to satisfy the king's whims and build the best fantasy castle.,7.394,7.56,22338,1,4,4,4,90,90,13,Some necessary text - easily memorized or small crib sheet,2.6548672566371683,Strategy ,Ted Alspach
141,142,Ora et Labora,2011,Manage workers and resources to build up the land around your medieval monastery.,7.387,7.70,9855,1,4,3,3,60,180,13,Some necessary text - easily memorized or small crib sheet,3.9045383411580596,Strategy ,Uwe Rosenberg
142,143,Memoir '44,2004,Revisit the battles of D-Day and control the forces of the Allies and the Axis!,7.386,7.56,25914,2,8,2,2,30,60,8,Moderate in-game text - needs crib sheet or paste ups,2.2729286663712895,War ,Richard Borg
143,144,Azul: Summer Pavilion,2019,You're an artisan working on creating striking patterns within a king's palace.,7.381,7.82,7619,2,4,2,3,30,45,8,No necessary in-game text,2.0280898876404496,Family ,Michael Kiesling
144,145,Xia: Legends of a Drift System,2014,Pilot your ship to stardom in a massive sci-fi sandbox.,7.380,7.87,7541,3,5,3,3,60,180,12,Moderate in-game text - needs crib sheet or paste ups,3.1677215189873418,Thematic | Strategy ,Cody Miller
145,146,Chronicles of Crime,2018,"Lay out the case, interrogate suspects, and investigate crime scenes with your phone.",7.378,7.79,14797,1,4,2,2,60,90,14,Extensive use of text - massive conversion needed to be playable,2.098360655737705,Thematic,David Cicurel
146,147,Commands & Colors: Ancients,2006,Accessible game of warfare from the dawn of history to the opening of the Middle Ages,7.376,7.78,8015,2,2,2,2,60,60,12,Moderate in-game text - needs crib sheet or paste ups,2.693137254901961,War ,Richard Borg
147,148,This War of Mine: The Board Game,2017,Civilians trapped in a war-torn city must make difficult decisions to survive.,7.374,7.84,8823,1,6,1,1,45,120,18,Unplayable in another language,3.2586750788643535,Thematic,Micha\u0142 Oracz
148,149,Cosmic Encounter,2008,Conquer the galaxy with shifting alliances and the unique powers of your alien race.,7.373,7.54,27634,3,5,5,5,60,120,12,Extensive use of text - massive conversion needed to be playable,2.5730858468677495,Thematic | Strategy ,Bill Eberle
149,150,It's a Wonderful World,2019,"Draft yourself the ‘perfect’ dystopia, complete projects and churn out resources.",7.367,7.88,6802,1,5,4,4,30,60,14,No necessary in-game text,2.2857142857142856,Strategy ,Fr\u00e9d\u00e9ric Gu\u00e9rard
150,151,Sagrada,2017,Craft the best stained-glass windows by carefully placing colorful transparent dice.,7.367,7.52,26889,1,4,2,2,30,45,14,Some necessary text - easily memorized or small crib sheet,1.9253731343283582,Abstract  | Family ,Adrian Adamescu
151,152,Suburbia,2012,Expand your meager neighborhood into a sprawling suburb to attract the most citizens.,7.364,7.52,21748,1,4,3,3,60,90,8,Moderate in-game text - needs crib sheet or paste ups,2.7715846994535518,Strategy ,Ted Alspach
152,153,Rajas of the Ganges,2017,Manage your dice to build profitable markets and grand monuments in historic India.,7.364,7.71,9163,2,4,4,4,45,75,12,No necessary in-game text,2.8714285714285714,Strategy ,Inka Brand
153,154,T.I.M.E Stories,2015,Protect the world from paradoxes with your team of time-traveling agents.,7.363,7.54,24011,2,4,4,4,90,90,12,Unplayable in another language,2.6049618320610688,Thematic,Peggy Chassenet
154,155,Nations,2013,"Steer the fate of your nation, from the ancient world until the outbreak of WW1.",7.362,7.64,11225,1,5,3,4,40,200,14,Moderate in-game text - needs crib sheet or paste ups,3.5383480825958702,Strategy ,Rustan H\u00e5kansson
155,156,Detective: A Modern Crime Board Game,2018,Use modern tools and become Antares Detectives solving the most difficult cases.,7.362,7.88,7298,1,5,,,120,180,16,Extensive use of text - massive conversion needed to be playable,2.7151898734177213,Thematic,Przemys\u0142aw Rymer
156,157,Watergate,2019,Hide or expose the greatest American political scandal in a tug of war for evidence.,7.361,7.98,4933,2,2,2,2,30,60,12,Moderate in-game text - needs crib sheet or paste ups,2.25,Strategy ,Matthias Cramer
157,158,Near and Far,2017,Explore the lands to discover the Last Ruins and become the most storied traveller.,7.358,7.80,7446,2,4,3,3,90,120,13,Extensive use of text - massive conversion needed to be playable,2.8333333333333335,Thematic,Ryan Laukat
158,159,Ticket to Ride: Nordic Countries,2007,"Build railways to connect destinations across Scandinavia, Finland, and Estonia.",7.358,7.64,11771,2,3,3,3,30,60,8,No necessary in-game text,1.9820466786355475,Family ,Alan R. Moon
159,160,Combat Commander: Europe,2006,Recreate the European theater of World War II in this acclaimed card-driven wargame.,7.356,7.94,5432,2,2,2,2,60,180,12,Extensive use of text - massive conversion needed to be playable,3.2459970887918486,War ,Chad Jensen
160,161,Magic: The Gathering,1993,Cast spells and summon fantasy monsters in the original collectible card game.,7.355,7.52,32801,2,2,2,2,20,20,13,Unplayable in another language,3.2172647914645975,Customizable,Richard Garfield
161,162,Village,2011,"Send your villagers to work, travel, pray, and... die when it is most lucrative.",7.353,7.52,20448,2,4,4,4,60,90,12,No necessary in-game text,3.0727934485896271,Strategy ,Inka Brand
162,163,Paths of Glory,1999,Step into the shoes of rulers and generals who triumphed or failed in the Great War.,7.353,8.05,4562,2,2,2,2,480,480,14,Extensive use of text - massive conversion needed to be playable,3.8439937597503899,War ,Ted Raicer
163,164,The Quest for El Dorado,2017,Race through a dense South American jungle in pursuit of the legendary city of gold.,7.353,7.61,12792,2,4,2,2,30,60,10,Some necessary text - easily memorized or small crib sheet,1.9213114754098362,Family ,Reiner Knizia
164,165,Just One,2018,"Give one-word clues so someone can guess one word, but duplicate clues are discarded.",7.351,7.61,12420,3,7,6,7,20,20,8,Unplayable in another language,1.0534979423868314,Party ,Ludovic Roudy
165,166,Captain Sonar,2016,"Torpedoes away! Hunt for your opponent's sub in this exciting, real-time team game.",7.351,7.56,16235,2,8,8,8,45,60,14,No necessary in-game text,2.148409893992933,Thematic | Party ,Roberto Fraga
166,167,Sekigahara: The Unification of Japan,2011,Defend or depose the Toyotomi heir by commanding the loyalty of the feudal lords.,7.348,8.03,4466,2,2,2,2,180,180,14,No necessary in-game text,2.7777777777777777,War ,Matt Calkins
167,168,Codenames: Duet,2017,"Swap one-word coded clues with your partner, trying to identify specific word cards.",7.346,7.56,14525,2,99,2,2,15,30,11,Unplayable in another language,1.3372093023255813,Family ,Vlaada Chv\u00e1til
168,169,Star Realms: Colony Wars,2015,"Expand your fleet, defend your bases, and prevail in the battle for the colonies.",7.337,7.86,6184,2,2,2,2,20,20,12,Some necessary text - easily memorized or small crib sheet,1.8899999999999999,Strategy ,Robert Dougherty
169,170,Cthulhu: Death May Die,2019,Ia Ia fhtagn! Disrupt the ritual and kill the Great Old One in this dungeon crawler.,7.334,8.18,4311,1,5,3,4,90,120,14,Moderate in-game text - needs crib sheet or paste ups,2.4105960264900661,Thematic,Rob Daviau
170,171,Splendor,2014,"Renaissance merchants race to grab gems, acquire property, and please nobility.",7.332,7.45,59757,2,4,3,3,30,30,10,No necessary in-game text,1.7990804597701149,Family ,Marc Andr\u00e9
171,172,Coimbra,2018,Spread your influence across monasteries of Portugal and beyond!,7.331,7.68,8725,2,4,3,3,60,90,14,Some necessary text - easily memorized or small crib sheet,3.2753623188405796,Strategy ,Flaminia Brasini
172,173,La Granja,2014,Develop your farm and compete to deliver goods to the market at the right time.,7.329,7.67,8919,1,4,3,4,90,120,12,Moderate in-game text - needs crib sheet or paste ups,3.5908096280087527,Strategy ,Michael Keller (II)
173,174,Santorini,2016,Use different divine powers to build and climb the towers!,7.325,7.47,28621,2,4,2,2,20,20,8,No necessary in-game text,1.7252336448598131,Abstract  | Family ,Gord!
174,175,Tichu,1991,Be the first to empty your hand in this popular partnership climbing card game.,7.323,7.58,13408,4,4,4,4,60,60,10,No necessary in-game text,2.3435448577680527,Strategy ,Urs Hostettler
175,176,Go,-2200,Use stones to control space in this ancient game with simple rules.,7.322,7.64,14953,2,2,2,2,30,180,8,No necessary in-game text,3.9986052998605301,Abstract ,(Uncredited)
176,177,Horrified,2019,Classic movie monsters terrorize a town! Can your team stop them in time?,7.322,7.83,6946,1,5,3,3,60,60,10,Moderate in-game text - needs crib sheet or paste ups,2.0375000000000001,Thematic,Prospero Hall
177,178,Ticket to Ride,2004,Build your railroad across North America to connect cities and complete tickets.,7.314,7.42,72457,2,5,4,4,30,60,8,No necessary in-game text,1.8483133841131665,Family ,Alan R. Moon
178,179,Ra,1999,Bid to acquire the most valuable sets of Egyptian artifacts and resources.,7.312,7.47,19194,2,5,3,4,45,60,12,No necessary in-game text,2.3499427262313861,Strategy ,Reiner Knizia
179,180,Zombicide: Black Plague,2015,Work together to kill zombies in the Middle Ages! Then kill more zombies!,7.310,7.68,12871,1,6,3,3,60,180,14,Some necessary text - easily memorized or small crib sheet,2.5099999999999998,Thematic,Rapha\u00ebl Guiton
180,181,Legendary: A Marvel Deck Building Game,2012,Assemble Marvel's finest Heroes to combat Masterminds and thwart their Schemes!,7.310,7.57,19962,1,5,3,3,30,60,14,Extensive use of text - massive conversion needed to be playable,2.4427672955974842,Thematic,Devin Low
181,182,Carcassonne,2000,"Shape the medieval landscape of France, claiming cities, monasteries and farms.",7.309,7.42,103247,2,5,2,2,30,45,7,No necessary in-game text,1.9114327446554242,Family ,Klaus-J\u00fcrgen Wrede
182,183,Kanban: Driver's Edition,2014,Car-factory workers optimise and innovate to stand out at the big board meeting.,7.309,7.84,5829,2,4,3,4,90,120,12,No necessary in-game text,4.3512974051896212,Strategy ,Vital Lacerda
183,184,Cyclades,2009,"Win the favor of the Gods in this competitive auction, area control game.",7.306,7.52,18058,2,5,4,5,60,90,13,No necessary in-game text,2.8248407643312103,Strategy ,Bruno Cathala
184,185,Goa,2004,Run a spice trade business in colonial-era India in this closed-loop economy game.,7.305,7.58,10959,2,4,4,4,90,90,12,Some necessary text - easily memorized or small crib sheet,3.3761061946902653,Strategy ,R\u00fcdiger Dorn
185,186,Arcadia Quest,2014,Fight against rival guilds and monsters in a campaign to reclaim the city of Arcadia.,7.304,7.70,9241,2,4,4,4,60,60,13,Moderate in-game text - needs crib sheet or paste ups,2.5325077399380804,Thematic,Thiago Aranha
186,187,The Princes of Florence,2000,Attract artisans and scholars to your palazzo by building and landscaping.,7.302,7.53,14586,2,5,5,5,75,100,12,Moderate in-game text - needs crib sheet or paste ups,3.2501595405232928,Strategy ,Wolfgang Kramer
187,188,Secret Hitler,2016,"In pre-WW2 Germany, Liberals and Fascists square off in an intrigue-filled parliament",7.299,7.57,18633,5,10,8,8,45,45,13,Some necessary text - easily memorized or small crib sheet,1.6823899371069182,Party ,Mike Boxleiter
